"user","ideology"
"GinnieLumpkin","1.64485362695147"
"ginty","1.75068607125217"
"giraffercm","0.772193214188685"
"GirlShyanne",NA
"GirlTheParty",NA
"gissella_lit",NA
"gisselle01w",NA
"gisszul",NA
"GITGwMichaelAD",NA
"gitto1999",NA
"gjavor626",NA
"GJHoffmanMusic",NA
"gkhowe29",NA
"gkoster55","1.88079360815125"
"GlacierResearch",NA
"GlairaValencia",NA
"glamcookie1","-2.05374891063182"
"glamgawwd_1990",NA
"glammaa1959","-1.55477359459685"
"GLdzma",NA
"Glenk2012","-1.17498679206609"
"glenn_kagan","-2.05374891063182"
"glennycoco13","1.22652812003661"
"GLesemann",NA
"GLITTERBOMBn",NA
"Global___Dre",NA
"globalTymar",NA
"glokoyakno",NA
"gloria_roblero",NA
"GloverDane","1.55477359459685"
"gma_celeste","-2.32634787404084"
"GMCNITTY",NA
"GMD3__",NA
"gmill888","1.40507156030963"
"Gnome_Games",NA
"GnomeKromske","0.80642124701824"
"GoalRestart",NA
"GoAskMom",NA
"Goatszking","0.772193214188685"
"goc970","1.1263911290388"
"godandhonor13",NA
"GodLurki",NA
"GodlyMan0813",NA
"GoHamcobe",NA
"goldaasmith","-0.915365087842814"
"golden_jalina",NA
"Goldenmax",NA
"GoldenMisfits",NA
"goldmedalmel",NA
"GoldRucker","1.22652812003661"
"GoldxHaze",NA
"GolfChiMag",NA
"Gonelikespam","-1.88079360815125"
"Gonzalez_dy",NA
"GonzlezRobert","-1.88079360815125"
"GoobsMusic",NA
"GoodLuckHannah",NA
"GoodQueenIda","-2.05374891063182"
"Goomba_CS",NA
"GoseMarie","1.22652812003661"
"gothamhero27","0.10043372051147"
"gothlady420","-2.32634787404084"
"GothTobyKeith",NA
"gotsomehabits",NA
"GottaLoveNeia",NA
"Gotti_TheGirl2",NA
"goudiss","-0.524400512708041"
"gp_cole","1.2815515655446"
"GPdogma","1.2815515655446"
"gpsuperfly",NA
"GQjosephG","-1.08031934081496"
"Gquin2",NA
"Gr8fulLive","1.22652812003661"
"gr8nouf",NA
"grace_keslee",NA
"GraceAmarillo",NA
"graceemarshalll",NA
"gracewatch1",NA
"gracievelynnn",NA
"gradyaikens",NA
"grahamcalhoun11","1.64485362695147"
"gral_freddy",NA
"GRANADAPOSTERS","1.75068607125217"
"GrandArmoryBrew",NA
"grande_pavo",NA
"GrandeVeis",NA
"GrangerTalley","-0.706302562840088"
"GrantFamChiro",NA
"grantg1964","1.1263911290388"
"grapejoospapii","-2.32634787404084"
"GrappleWrestlin",NA
"gratman","-1.88079360815125"
"gravethatsme","1.17498679206609"
"graydondada",NA
"graysnamelia",NA
"GreaterJAX",NA
"greek_bromo","-2.32634787404084"
"Green_w_EnvyPod",NA
"greenfield_rach",NA
"GreerKid","1.22652812003661"
"GregInThe440",NA
"GregJohnMusic","1.55477359459685"
"GregMaready",NA
"GregoryLucienJ1",NA
"Gregorymora19","-2.05374891063182"
"gregoryrives","1.08031934081496"
"Grenadian_Beaut",NA
"Gretaloaiza1",NA
"GreyceLadeira",NA
"GriffinHardyWX","-0.643345405392917"
"grindberg9822",NA
"GRINDSportsPer2",NA
"GRJ_98","-2.05374891063182"
"GrockowaIski",NA
"grodriguezjr__",NA
"Groove_Phonic",NA
"Grossmann_L","1.08031934081496"
"GrotonPolice",NA
"grove1jeff","1.64485362695147"
"grtaios",NA
"gs69er",NA
"GSDinSeattle",NA
"gsn108","1.22652812003661"
"GTCHD","-1.1263911290388"
"gtghawaii","-2.05374891063182"
"GtownHockey",NA
"guapo_abzz",NA
"guapo_beatz",NA
"Guera_B87","0.467698799114508"
"GUPolitics","0.495850347347453"
"GurneyMusic",NA
"gurpreetxg",NA
"guruguwop239",NA
"gutekunstlaw","-1.47579102817917"
"guti8_adrian",NA
"Gutierrez13_",NA
"Gutsu505",NA
"GWAHCA",NA
"GYA_Sean",NA
"GYPOTech","0.915365087842814"
"gypsygrey_",NA
"GypsyMoonx","-2.32634787404084"
"gyrateplus","-2.05374891063182"
"H_Chakari","0.915365087842814"
"h00dwitched","-Inf"
"h0neyglazed",NA
"h1ding_",NA
"h2gkmostyles",NA
"h8indyy",NA
"hacofthedeaf",NA
"HadleyKatlyn",NA
"hadryne",NA
"hagir_mohamed","-1.64485362695147"
"hahnmd","-1.40507156030963"
"Hailey_Knight_","1.22652812003661"
"Hailey_Ranea",NA
"Haileyburr_",NA
"haileyernst",NA
"haileyrobledo29",NA
"haileyybrianne",NA
"Hailiems","-1.1263911290388"
"HaitianOfBeauty",NA
"hajile_zemog79","-0.201893479141851"
"HakimBouhadda","-2.05374891063182"
"HakkasanJames",NA
"Hakuna_YaMama",NA
"Hal_Bal9000","-2.05374891063182"
"Haley__who","-0.994457883209753"
"HaleyMurrel",NA
"haleyokay",NA
"haleyrenayy_",NA
"haleystaten4",NA
"haleyyazell","-2.05374891063182"
"HalfEvilD","-1.47579102817917"
"halfprice9751",NA
"halianaharvey","1.22652812003661"
"halivxr","-1.88079360815125"
"HALLIEfromCALI",NA
"HallyRCourtad",NA
"halseyreed",NA
"halsss_",NA
"Hamexter",NA
"Hammer178Carlos",NA
"hamptonarch1","1.22652812003661"
"Handsome_Jake_","-2.32634787404084"
"HandsomeSmartRV",NA
"HangerFreedom",NA
"Hank34","1.22652812003661"
"Hanksters_","1.22652812003661"
"Hannah_Autopsy","1.22652812003661"
"hannah_black90",NA
"hannah_leighk","-2.05374891063182"
"hannahanglin_","1.22652812003661"
"hannahhdurham","0.524400512708041"
"hannahhparker17","1.22652812003661"
"hannahmicheelee","1.22652812003661"
"hannahndobbs",NA
"hannahnezrae",NA
"HannahP27224735",NA
"HannahRitchey_",NA
"hannlally","0.582841507271216"
"HannOrange","-1.88079360815125"
"hannuhbanannuh",NA
"HansenTeresa1",NA
"Hanyaa16",NA
"HARAM8E",NA
"harikumar115","1.22652812003661"
"HarkTheFranchuk","-1.1263911290388"
"harleywine1",NA
"haroldbrinez","1.22652812003661"
"harp1k",NA
"Harperstate1",NA
"harri_ken",NA
"harris__jensen",NA
"harrisonmccormi",NA
"harrywendland",NA
"HartBTSA",NA
"HarvardNPLI","0.553384719555673"
"HarveyProd",NA
"harwich7712",NA
"hasbeenalexlynn","0.467698799114508"
"HasEllDav",NA
"haspods",NA
"HassadTwo4k",NA
"hassankhalaf98",NA
"Hat07475123",NA
"HavarahEquine",NA
"haven4newborns",NA
"havran_j","1.22652812003661"
"hawyeehoran",NA
"Hayah_Qadash",NA
"HaydeeFoxIL",NA
"haydennclaire",NA
"HayleeShonk",NA
"hazel96_m",NA
"HB_Rez",NA
"HBB1967","0.738846849185214"
"hbleonardi","-2.05374891063182"
"HBreerwood","1.22652812003661"
"HBROCKSTARZ","1.47579102817917"
"HCofA",NA
"hdrussell82","-1.88079360815125"
"HDTKen",NA
"hdz14_vero",NA
"HeadCumbernerd","-0.915365087842814"
"HealthCareersNE","0.643345405392917"
"HeartlessZay",NA
"HeatedGold1832",NA
"Heath_Joseph20",NA
"heather_melcer",NA
"HeatherAnn1879","-2.05374891063182"
"HeatherBramante",NA
"HeatherHeidi76","1.08031934081496"
"heatherj3434","-1.17498679206609"
"HeatingRussell",NA
"HeatLedford","-1.1263911290388"
"heaven_shivers",NA
"heavenraee",NA
"HebertAalie",NA
"hebrewhammer412","1.22652812003661"
"hec1944","1.75068607125217"
"HechtCamille","1.47579102817917"
"heckvonheck",NA
"hectorsalas10","0.915365087842814"
"heeenapatel","-2.32634787404084"
"heekma",NA
"heeyslim",NA
"heeyzaira",NA
"heff73","-0.674489750196082"
"heffther",NA
"heidemacosta",NA
"HeidiSchulz","-2.32634787404084"
"heilaahmadzai",NA
"hekravestaaay",NA
"Heldon_Rayes",NA
"heleena74",NA
"Helena5691",NA
"HelenJSanders",NA
"HelenLiviaRF",NA
"helis541",NA
"HelixNebula96","-2.05374891063182"
"Hello_Dannaa",NA
"hellozachwolf","-2.32634787404084"
"HelmetHairworx","-2.32634787404084"
"Hemposphere1",NA
"HenkVlietstra","-0.201893479141851"
"HenleyMarn",NA
"henryalvaradoo",NA
"HENXESXY",NA
"Her_shey21",NA
"hera_awan",NA
"Herm512","-1.47579102817917"
"hermesLinkk",NA
"HermestheM","1.22652812003661"
"Hernandez1221Jh",NA
"HerndonPatch","-1.40507156030963"
"HeroicZack13","1.47579102817917"
"HerosBreath","1.75068607125217"
"HesaGenius","-1.1263911290388"
"HestanCulinary",NA
"hetteensvideo2","1.55477359459685"
"Hewell__",NA
"hexacy_",NA
"Hexenbane",NA
"hey_casey","1.03643338949379"
"Hey_ItsLife",NA
"heyadine",NA
"heyarmond",NA
"heydecenter",NA
"HeyInubix",NA
"HeyMyNamesErik",NA
"HeySky_",NA
"HeyYessay",NA
"HeyZeus_1","-2.05374891063182"
"hfinz","-1.64485362695147"
"HFLManor",NA
"hgestudio1","0.524400512708041"
"HHeldorfer","-1.55477359459685"
"HHPhysicians",NA
"Hi_Christineee",NA
"HieroJux","-1.88079360815125"
"higgnuttz23","0.643345405392917"
"highloxe",NA
"HiGHparis_",NA
"hiholyflamingo","-2.05374891063182"
"HiIarieBvrton",NA
"hiimjesssica",NA
"hilaryflint",NA
"hilaryfornefeld","1.22652812003661"
"HillAthletics",NA
"Hillhaus","-1.75068607125217"
"Hindle_Fire",NA
"Hinodh","-0.201893479141851"
"HipHopIsVoting","-0.524400512708041"
"HippieBQueen",NA
"hiprod_47","0.385320466407568"
"HISDHornets",NA
"hishamTALALO",NA
"Hit_Stains",NA
"hjhotchkiss","-2.32634787404084"
"hjprimrose","1.64485362695147"
"hksxo",NA
"HLawWrestling",NA
"HLincolnOpinion","1.55477359459685"
"Hm56090688","1.75068607125217"
"hmendelsohn1","1.2815515655446"
"hmglaze","-2.05374891063182"
"hms_hockessin","-1.1263911290388"
"hmspiegs",NA
"hneicher","1.64485362695147"
"HoaConsulting",NA
"hodges_bob57","1.55477359459685"
"hoestoevsky","-2.32634787404084"
"hokiesmile23",NA
"hokil00",NA
"holamikoo",NA
"HolcombHawk","1.17498679206609"
"HollisSocLib",NA
"HollowThundr",NA
"hollywoodassnae",NA
"hollywoodmike78",NA
"HollywoodReid",NA
"HolocaustLegBks",NA
"holomovement",NA
"Holygrailsteak",NA
"HolyNationMnstr",NA
"homebrewerjoe","0.0250689082587111"
"homegirlheav",NA
"homesforsalepgh","-0.279319034447454"
"honek65",NA
"honeyb4ked",NA
"honeyxyyang",NA
"honolulucookie","-2.32634787404084"
"HonorablePlayer",NA
"HooliganHeath","0.524400512708041"
"hooodieeeO",NA
"Hooontur","-1.88079360815125"
"hoopergurl22",NA
"HopeCambridge",NA
"HopeMaiseroulle","1.22652812003661"
"hoperenee21",NA
"HopesJakobe",NA
"hopsandmusic","0.877896295051229"
"hornets6harrod",NA
"HornetsPR",NA
"horse_chase",NA
"hotalingandco",NA
"HotalingGriffin",NA
"hotbearz2116",NA
"hotboi_v",NA
"HotdogkidPDX",NA
"HotNewMusicDai1",NA
"hotshot8401","1.22652812003661"
"hottakehiphop",NA
"Houckyhouck14","0.841621233572914"
"HouMiniStorage",NA
"HouseofAngelsCT",NA
"howard_gewirtz","-1.08031934081496"
"howardfraser11","1.17498679206609"
"HowardsJennifer","0.2533471031358"
"HowarthJW","1.22652812003661"
"HowellAleex","1.40507156030963"
"howveryofyou",NA
"hoynosatanas",NA
"HPBSalex",NA
"hpynkmaplush",NA
"Hramirez2110",NA
"hrcjace",NA
"HRHPrinceFrank","-2.32634787404084"
"HRhythmsMusicTx",NA
"hroth521","-2.05374891063182"
"hsbosley","0.674489750196082"
"HSCDining","-2.05374891063182"
"HSHS_Swim",NA
"HSKYFAN","0.412463129441405"
"HTownFoodFinder","-2.32634787404084"
"httpjxo",NA
"https_luisss",NA
"htxbel",NA
"htxhshoops",NA
"HtxJelly",NA
"Huey_DatNigga",NA
"hugogarciav10",NA
"HulitKaren","0.524400512708041"
"hulkisholmes","-1.75068607125217"
"humansonbikes","-2.32634787404084"
"HumboltsPremium",NA
"Hungover247",NA
"Hunter_44C",NA
"Hunter_Downs",NA
"Huntercm46","1.22652812003661"
"Hunterhandmade",NA
"HunterHoodwin",NA
"huskiesgowoo","-2.05374891063182"
"husskayyyy",NA
"Hustlee1k",NA
"hustlemanjuan",NA
"hvelezjr","0.467698799114508"
"HWCryptkeeper",NA
"HWhitaket",NA
"HY7ERNOVA","1.75068607125217"
"hydra1970","1.17498679206609"
"hypemixed",NA
"hyperbrolepod",NA
"i_mhmdz",NA
"I_Nayl_Teksta",NA
"i_trouble_man",NA
"i_yahny",NA
"iam_collins11","1.08031934081496"
"iam128bpm","1.22652812003661"
"iambeaautyy",NA
"iamcodyronin",NA
"iamDarrylSmith",NA
"iamdave","-2.05374891063182"
"iamdjstix",NA
"iamericcano","-1.1263911290388"
"iamgraceburnett",NA
"IamHearto",NA
"iamjackietanner",NA
"iamjimmyo","1.17498679206609"
"iamkpsquared",NA
"iAmKtownKris","-2.32634787404084"
"IamLoveW",NA
"iamlowkeezy","-2.05374891063182"
"iammandough","-2.05374891063182"
"iammiaray",NA
"IamMwiza",NA
"iamnickicakedf1","0.495850347347453"
"IamPDJT000001","1.34075503369022"
"iAmQueenKrystal",NA
"iamRobinJohnson","0.279319034447454"
"iamroselinav",NA
"iamSJCool",NA
"iamSylviemae",NA
"iamthebword","-1.75068607125217"
"iamthekristinc","1.22652812003661"
"iamtrevorbarnes","-2.32634787404084"
"ian_hoe","0.772193214188685"
"Ian_Sheridan",NA
"ianharber","1.08031934081496"
"IanJone22158882",NA
"iBAMMLADEN",NA
"iBeNyh",NA
"IBladytigers",NA
"Ic3Man18","0.674489750196082"
"icandyfans",NA
"IceDreammmShop","0.738846849185214"
"iceeleaf",NA
"Icephoneix24",NA
"IceyOnix",NA
"ichelleg_",NA
"ICUapothecary",NA
"iCyberGamer",NA
"idaliiaa1",NA
"IdealTaee","0"
"IdeaPaint","-1.1263911290388"
"idenitives",NA
"iEarnBetter",NA
"iembot_bou",NA
"iembot_shv",NA
"IErsinSenol",NA
"iFEAST__",NA
"IfeOluremi",NA
"ifootworx","-1.75068607125217"
"iggie17",NA
"iguy1252",NA
"ihateabel",NA
"ii_AM_EnergiZed",NA
"iialshammri",NA
"iinnknation",NA
"IkraAhmed14",NA
"ILGUY_34","1.47579102817917"
"ilianaajanette",NA
"IlianaMercedes","0.80642124701824"
"iLikeLounge",NA
"iLL_Pearce","-1.88079360815125"
"illasever","1.22652812003661"
"IllGasYouUp",NA
"IllusionMelaney",NA
"ILoveLAKERS78","-0.706302562840088"
"ilovepatsajak",NA
"ilymissjackson",NA
"iM__Kierra",NA
"Im_DWGambino",NA
"Im_Sebastian_G",NA
"IM_SIMPLYMadE_",NA
"Ima_h8r","0.706302562840088"
"imaaliyahdiaz",NA
"ImaGayWaffle",NA
"image_atl",NA
"imaginationASU","-0.954165253146194"
"iMalculate",NA
"imanigotdajuice",NA
"ImaniSmooth",NA
"imanjones123","-1.22652812003661"
"imaoz","-1.47579102817917"
"iMarcel23","1.22652812003661"
"imbadadab",NA
"imbripolar","0.915365087842814"
"ImChillLikeThat",NA
"imchuckanderson","1.22652812003661"
"imconleyidk",NA
"IMGRAVITY","0.439913165673234"
"imirun_kingprin",NA
"ImJusNique89",NA
"ImMatot_",NA
"ImPadukone",NA
"impatrikmanyosa",NA
"ImpLaughs",NA
"ImpulseLA","-2.32634787404084"
"imrlyconfused","-1.40507156030963"
"ImSteveyJ","1.22652812003661"
"inafried","-1.64485362695147"
"inalvintan",NA
"indiaaanichelle",NA
"indiacrvg0",NA
"IndianaWBB",NA
"IndivisiblBerks","-0.738846849185214"
"Indivisible_TO","-1.22652812003661"
"indyautoshow","1.75068607125217"
"inetmediagroup",NA
"infamous_LP","-Inf"
"infinitequeso",NA
"IngridKellaghan",NA
"ingridrozval","-1.55477359459685"
"IngridVVazquez",NA
"InhouseOT",NA
"insidealcatraz","-2.05374891063182"
"insidePRIMER",NA
"InSOXicated21",NA
"INSPECTAH3",NA
"insulatemyattic",NA
"InsuranceChief","1.22652812003661"
"IntenseAmerican",NA
"InterimSt",NA
"interlinc","1.40507156030963"
"internetsllc",NA
"IntezAli","1.2815515655446"
"into_rehab","1.34075503369022"
"Iormook",NA
"iPartyOnMarz",NA
"ipickuppennies",NA
"ipigs","-2.32634787404084"
"irapolis","-1.40507156030963"
"IReckz_",NA
"IRECRUITU2","1.08031934081496"
"irfanbhanji","0.772193214188685"
"iris_xyz",NA
"Iris2856","-0.994457883209753"
"Irishangel_1","-2.32634787404084"
"irishjoker02",NA
"irisx3___",NA
"IRoc_Nikes08","0.643345405392917"
"IROLLHERBLUNTS","-Inf"
"IronLeopard469","-2.32634787404084"
"irvin95_",NA
"isaacxcv","-1.55477359459685"
"isabela_dh",NA
"isabeldesc",NA
"isabellafrazrr",NA
"IsabelTii",NA
"isaiahmartin09",NA
"isamarvioleta",NA
"iselamarquez93","0.738846849185214"
"isellaa1",NA
"iSeriouslyJason",NA
"ishhgu","-2.32634787404084"
"islandboy9","1.40507156030963"
"islandbreezy823",NA
"iSlayyDM0N3Y",NA
"islesblogger","1.22652812003661"
"islesfan777","1.55477359459685"
"IsleyBrewing",NA
"Ismael189881402",NA
"IsMrBrightside","1.22652812003661"
"iSriDivya",NA
"IssacHarper3","1.40507156030963"
"Issam1500",NA
"issastupidbitch",NA
"istajiakm",NA
"Istickers1",NA
"ISUNoHo",NA
"itgirlsaki",NA
"ithinkherb",NA
"ITKingofPrussia",NA
"its_cheekz",NA
"its_everm",NA
"its_jaylin13",NA
"Its_Mark","-2.32634787404084"
"its_natalie14",NA
"its_nuhcole",NA
"itsAlanChan","-2.05374891063182"
"ItsAllGood_J",NA
"itsalysssaaaa","-2.32634787404084"
"itsbigwoo",NA
"ItsBlaiseee","-2.05374891063182"
"ItsByChris","0.80642124701824"
"itsCampaign",NA
"itscapriiii","-2.05374891063182"
"itscrystalcruz",NA
"itselenanicolee",NA
"itseverydaybro2",NA
"itsforhome","-1.88079360815125"
"itsjarim","1.22652812003661"
"ItsJasmineW",NA
"itsjerry34",NA
"itsjoshomygosh",NA
"Itsjustbenjii",NA
"ItsJustBradford","-2.32634787404084"
"itsjustruff",NA
"Itskari_xo",NA
"itskindabreezii","-1.75068607125217"
"ItsLayaMay",NA
"itsLestey_bitch","-2.05374891063182"
"itslucyloo",NA
"itslumathias",NA
"itsmacksmith",NA
"itsMakeEm",NA
"itsmapaulxx",NA
"ItsMehShaina",NA
"itsmejulesb_","-1.55477359459685"
"itsmiller_timee",NA
"Itsmoniebaaby",NA
"ItsMyAmbitions",NA
"itspamdel",NA
"ITSS_JINX",NA
"itsshowtime43",NA
"ItsTerrible_YT",NA
"itstheslim",NA
"ItsUrGurlV",NA
"ItsXiya",NA
"ItsXrissXross",NA
"ItsyaboiQuinn","1.22652812003661"
"itsyagurlsally","-Inf"
"ittsvincent",NA
"itz_tree",NA
"itzel__1231",NA
"itzelpelayo_",NA
"ItzLisa7","-1.55477359459685"
"ivana_b_bad69",NA
"ivanparradoo",NA
"IvanRay262",NA
"ivanxayala",NA
"iveevergotten",NA
"IvoryWolf13",NA
"ivyvann","-2.05374891063182"
"IWearbyRaqui7","-0.706302562840088"
"iz_embalmed","0.915365087842814"
"IzabelleBarcel3",NA
"IzaiahM67","-2.32634787404084"
"izqooo",NA
"izza_trini","-1.1263911290388"
"IzzyTaft","-0.0250689082587111"
"j_asminsimone",NA
"J_BrianEllis","0.385320466407568"
"J_browning232","1.22652812003661"
"J_Callies","-2.05374891063182"
"j_carv__",NA
"J_Classy1993","-2.05374891063182"
"J_DeBrae710",NA
"J_Hines78",NA
"j_hulkk",NA
"j_miahgallagher",NA
"j_obrien24","1.22652812003661"
"J_Ramirez0","-0.201893479141851"
"j_sco2","-2.32634787404084"
"j_zambranaa",NA
"j0eL0mbard0",NA
"J0yPu","0.150969215496777"
"j15royals",NA
"j7images","0.738846849185214"
"jaackie0",NA
"Jaaelynnn",NA
"jaakiyahh",NA
"JacesMimi","1.47579102817917"
"jaceyaldredge","0.150969215496777"
"jaceyyroee",NA
"Jack_V_L",NA
"Jack_Wieble",NA
"jackcameron","-2.32634787404084"
"jackginsburg13","-0.841621233572914"
"JackGooser1","1.47579102817917"
"jackhobson",NA
"Jackie_Claire14",NA
"JackieAdeyemo","0.524400512708041"
"Jackieddduarte",NA
"JackieMengel","-2.05374891063182"
"Jackjohnshannon",NA
"JackOffKing_",NA
"jackpotonline","1.34075503369022"
"JackRayBaker","-0.582841507271216"
"JackRichford","-1.1263911290388"
"jacksoncrowley","0.279319034447454"
"JacksonRhode",NA
"JackTPDonovan",NA
"jackyisntcool",NA
"Jacob_Fyock","0.495850347347453"
"jacob_mckenney","-2.32634787404084"
"JacobKPayne","1.22652812003661"
"JacobPruden","1.22652812003661"
"jacobsoboroff","0.358458793251194"
"jacqualinefechn",NA
"jacqueline8_",NA
"jacquiegordon2","1.55477359459685"
"jada__storm",NA
"JadaHeals","-2.05374891063182"
"jadeirene04",NA
"jadejill","-1.75068607125217"
"Jaden_3x",NA
"JadenDuquette_",NA
"jadorekikix3",NA
"JaedynKilgore",NA
"jaedynlamp5","1.47579102817917"
"Jaee_Miles",NA
"jaee_rose",NA
"jaetweet1010","1.22652812003661"
"jagray52",NA
"JahRiffe",NA
"JaiceMariePops",NA
"Jaidous",NA
"JaiGrayson",NA
"Jaiipeso",NA
"JaimeDaGreat",NA
"JaimeGarcia04","1.17498679206609"
"JairH6",NA
"JaJa_Lotus",NA
"JAKE61697355","1.22652812003661"
"JakeBCollins","1.40507156030963"
"jakej7283",NA
"JakeS51Twitch",NA
"JakeTheShrink","1.40507156030963"
"jakewer29964558","-2.32634787404084"
"jakiraaaaaaaaa",NA
"jakob_noland",NA
"JalapenoCountry",NA
"Jalccantara",NA
"jalrg26",NA
"JamailAddylyn",NA
"JamalHoltz","-1.2815515655446"
"Jambokiji",NA
"jamcquillan","-1.75068607125217"
"Jamerichin",NA
"james_strohm","1.22652812003661"
"JamesDePaul1","1.55477359459685"
"Jamesellette","0.954165253146195"
"jamesericwebb","1.47579102817917"
"JamesHarris_III",NA
"JamesJJenkinsJr","1.64485362695147"
"jamesjjosh7",NA
"JamesKammin","1.40507156030963"
"JamesMBenham","1.47579102817917"
"JamesMcLachlan7","1.2815515655446"
"jamfoc","1.64485362695147"
"jamiedwards92",NA
"JamieHobbs1981","1.1263911290388"
"jamiemac1973",NA
"JamieMcGriffTV","0.385320466407568"
"Jamieotterbein",NA
"jamierad96","-1.1263911290388"
"jamievogelsang",NA
"jammaraa_",NA
"jan_dembowski","-1.88079360815125"
"janabanawana",NA
"janaebertrand",NA
"janasanchez","-1.17498679206609"
"JanelleBlaze","-2.32634787404084"
"janes_mw","1.55477359459685"
"JanethA74111028",NA
"JanettLewis","-0.227544976641149"
"janeyadannelle_",NA
"jangjunatt",NA
"JaniceKHarper","1.17498679206609"
"JaniceLaird13",NA
"janinekrippner",NA
"JanineNicoleAnn","-0.738846849185214"
"janmuck",NA
"janswammerdal",NA
"janvierlamont","-2.32634787404084"
"JapanParkLA",NA
"jaquelinemtzh","1.22652812003661"
"JardinesPatxi",NA
"JareBear856",NA
"JaredDebolt",NA
"JaredSmells","-2.32634787404084"
"JaredYamamoto","1.08031934081496"
"Jaret_182",NA
"JarinnaB",NA
"jarrell__24",NA
"Jasey19",NA
"jaseyanaaa",NA
"jasfaceass",NA
"jasgotjuice_",NA
"JasKELLz","-1.55477359459685"
"JASKILLZ",NA
"jasman777","1.47579102817917"
"Jasmine85998611",NA
"JasmineCroghan",NA
"JasmineeMariaaa",NA
"Jasminelawuera",NA
"Jasminemann22",NA
"jasminenicoleg","-1.88079360815125"
"jasminneking",NA
"Jason1Goff","-1.22652812003661"
"jasonap36","-1.55477359459685"
"JasonArmenta10",NA
"jasonhicks78","-2.32634787404084"
"JasonKinander","0.612812991016627"
"jasonM247","-2.05374891063182"
"Jasonsit77",NA
"JasonWoodley33","-0.954165253146194"
"jasperabbott","-2.32634787404084"
"jassmynfloress",NA
"javier27_7","-0.201893479141851"
"javiii973",NA
"javon_dj","-2.32634787404084"
"javylopez98",NA
"JaxrussellBBC",NA
"jaxterdaxter",NA
"Jay___say",NA
"Jay_Baldwin","0.994457883209753"
"Jay_Bizzy3",NA
"Jay_Jackson21",NA
"jay_sanchezs",NA
"Jay_theGr8_",NA
"Jay_V27","-0.643345405392917"
"jay64572636",NA
"jay75498085",NA
"Jayce_rush64",NA
"jaycehaliwell","-2.05374891063182"
"jaydaguizar",NA
"JAYDAWA07720002",NA
"jaydeniseb",NA
"JayDesolation",NA
"jaydestarlight","-1.34075503369022"
"jaye_ceee",NA
"jayennelle",NA
"jayhamm26",NA
"jayjayzkix",NA
"jaykubd","0.358458793251194"
"JaylenReneee",NA
"JayMann74","1.34075503369022"
"jaymilan_",NA
"JayMoore32",NA
"Jaymunnaaa",NA
"JayRSiale",NA
"JaysenMYoung",NA
"jaysmodernlifee",NA
"JayT23",NA
"JayTheDiviner",NA
"Jayy_Estevez",NA
"jayySTRONG",NA
"JayyVaughn",NA
"Jayyyl3",NA
"JayyySammm",NA
"JazGrant21",NA
"jazminacosta_",NA
"jazmine_briana",NA
"JazminNicole10",NA
"jazmnnreyes",NA
"jazmynshay_",NA
"Jbakeindy","1.03643338949379"
"jbaker475",NA
"JbeilyAndre","0.358458793251194"
"JBelcherZ4",NA
"JBirdsprings",NA
"JBLACKPREZENT",NA
"jblu_0310",NA
"JBMAN964211","-2.05374891063182"
"JBMarauder2017","0.612812991016627"
"JBmediaSLM","1.40507156030963"
"JBNavyVeteran","1.17498679206609"
"Jbriggsy_14","1.34075503369022"
"jbrowning4","-2.05374891063182"
"jbsmithIII","-1.47579102817917"
"jburgos838790","0.412463129441405"
"Jc_Santos_03",NA
"JCallahan2518",NA
"JCarrera361",NA
"Jcarvers",NA
"jcassady7",NA
"jcaulfield6189","0.994457883209753"
"jceeezzy",NA
"jcf_1995",NA
"jchapa_32","-2.05374891063182"
"jchernov","-2.32634787404084"
"jcmccoy","1.22652812003661"
"jcpinky21","0.915365087842814"
"JCPOMG","-1.34075503369022"
"jcr0ww521",NA
"jcronym",NA
"jcsong47",NA
"jcstlsun","-2.32634787404084"
